3891;640;4
4413;2400;4
4908;413;3
123;1941;3
1317;3458;4
3847;2932;4
4897;108;4
2533;1450;5
6030;467;5
2793;3399;3
699;107;5
155;2279;1
1352;2159;4
4243;1010;4
342;2279;2
329;3352;2
1937;852;5
743;171;4
1645;2179;5
4966;467;2
1128;3249;4
4169;2229;3
4344;1458;2
1134;1105;5
5401;594;4
5445;1111;5
3380;145;4
5623;1214;4
2541;1944;3
5953;596;3
2181;1831;4
4041;580;4
5858;2615;4
10;203;4
5878;2514;5
4526;2718;4
2027;1538;4
402;5;2
4524;1211;3
3625;1109;5
1605;1594;2
2581;1248;4
5111;1213;2
2026;1771;4
4835;2795;4
5767;42;4
5908;575;5
3576;1752;4
3394;6;4
3705;1013;5
33;2880;1
550;2087;4
313;3544;5
6035;1460;1
198;3430;4
3536;50;4
4169;2868;5
5032;1585;4
5623;1119;4
5025;803;5
2395;1143;3
721;1525;3
3955;451;3
3816;3257;3
4238;1925;4
1705;2124;3
1699;1341;5
4497;2222;4
5755;2541;5
3671;542;5
2302;1369;4
306;3623;4
4545;2375;5
4888;843;4
3823;2982;4
267;2587;4
5669;348;3
2317;2601;3
549;2330;2
3716;451;4
3834;107;5
2809;2058;4
5009;3462;4
1019;1128;4
3140;1479;5
738;1603;5
2263;514;4
4644;2601;3
5242;3513;1
5256;679;4
5848;3058;3
2072;1846;5
228;3221;1
5404;1;5
3250;314;5
4353;3075;5
3621;429;1
1968;2414;1
2024;2309;5
1274;266;4
225;2705;4
4000;1167;4
1776;1832;4
1150;2243;3
5964;1826;5
3018;288;5
1425;102;2
5626;1208;5
62;495;2
4970;3543;1
3201;2282;4
1244;579;3
4021;2359;4
4725;2531;3
3590;714;5
3751;1448;1
3371;3114;3
3774;2795;4
1778;1132;5
438;618;4
4785;3466;4
5795;2960;4
4310;1365;2
3012;2811;1
169;1018;4
4773;1477;4
778;1384;4
4115;863;3
2820;3491;3
4742;2003;5
1757;583;5
3773;2;4
2063;1283;2
369;3304;3
3778;1505;3
3033;2899;4
4781;2112;4
5761;743;2
2980;3551;2
2010;1704;4
1331;1011;4
5008;2937;3
4641;50;5
3756;2240;3
9;2087;4
4140;461;4
2383;2121;4
5229;2840;4
4058;2796;4
1757;1085;5
2383;2839;5
5972;1503;3
4279;1656;4
5294;2043;3
3992;3031;4
3790;1139;4
631;2306;5
3483;415;3
2928;2715;4
5011;32;4
425;3133;3
4308;2241;3
2015;203;3
4565;2948;3
4257;3600;4
2311;349;3
4115;520;4
4996;3509;5
5184;3042;5
1278;1925;4
2010;2441;2
5702;2122;5
5717;662;2
2168;575;2
2259;1706;5
524;1006;4
2454;1842;3
1199;2948;4
224;516;4
1181;2236;1
5770;2100;3
4314;3354;2
33;1013;4
3724;1153;3
1861;3670;4
2907;2604;5
971;2427;4
5455;594;2
2024;1194;2
733;348;5
3167;3193;5
4589;1108;5
2020;1450;3
4119;2221;1
4064;487;3
5501;2097;4
5918;1132;5
5594;1980;4
4658;579;4
2978;3204;5
482;2737;3
5239;285;4
3352;1251;5
2100;2496;4
4497;2698;4
3922;1179;4
721;2795;4
5102;528;5
4909;1296;4
5845;2524;4
4035;21;4
919;2959;4
629;1879;5
4058;1351;3
2676;1095;2
1595;1098;4
1851;551;1
1244;2588;2
2063;114;5
4140;2214;4
1465;583;5
2544;1573;4
570;1900;3
4085;3249;4
5720;2265;1
125;3513;4
3803;1821;3
5597;3419;4
3717;1843;4
4162;1503;5
3967;2932;5
5185;1237;4
1851;3652;4
4725;1827;3
4785;3376;3
4064;5;3
3283;1443;5
4418;714;5
3142;852;5
5300;3322;4
3242;1834;4
1943;514;4
711;3082;4
2885;689;4
5888;838;5
508;3461;4
3080;1171;5
5123;2404;4
5287;3319;4
48;530;3
1779;2531;3
1243;2789;5
424;442;3
4482;1033;5
284;1517;4
1383;1097;4
4543;1696;3
5153;505;2
5615;611;4
937;859;5
3054;2930;3
5147;159;4
648;2601;3
92;1597;1
4879;2058;2
2919;1461;4
355;1168;5
3646;1317;3
3031;2588;4
817;2;4
5405;1174;2
4523;1778;4
5980;1193;4
3272;1898;4
5755;2651;3
35;971;3
5978;1009;1
1517;29;2
5349;300;5
99;1114;1
1362;260;2
983;351;4
590;185;5
2334;1337;4
3948;3471;3
2777;728;4
5390;1987;1
676;3027;3
2065;580;4
601;3102;4
2406;2854;5
5884;347;1
5744;3092;5
2592;2885;5
1062;1308;4
2203;3578;2
3441;2559;5
3135;1105;5
302;346;1
5508;2601;3
732;3200;5
5872;481;2
816;1479;4
4064;1509;3
3843;526;2
4786;577;4
3056;47;4
4018;1196;4
1357;183;3
3896;2512;4
1696;577;4
1680;2838;3
1985;2215;4
5986;1174;4
928;483;4
899;1501;3
1776;1465;2
1767;1845;3
1015;1795;3
4352;467;4
2771;359;1
2975;2112;5
1755;1957;4
3408;2512;3
5845;2634;4
2847;1121;5
5273;1122;5
1218;3140;4
5225;193;4
5453;1277;4
660;3527;4
3128;1493;3
1139;2558;5
2187;1174;3
4585;2427;4
690;964;4
685;3030;3
201;1538;5
2910;2506;5
5677;477;4
3520;3076;3
583;1151;4
4759;921;4
1140;2412;4
3543;1118;4
5178;743;4
5663;1909;4
3403;107;5
3476;2600;4
5428;1368;5
817;2297;4
3569;310;5
5648;1121;5
5337;2822;5
10;1277;4
2529;892;3
1258;314;3
3756;746;4
3282;891;4
2106;2532;2
3618;140;3
2905;1273;3
4959;1246;5
4693;1111;3
3806;2585;3
4731;2711;4
1865;2489;5
343;3190;5
131;839;1
5096;2959;4
872;56;2
1647;285;4
4708;1835;3
4348;1789;3
5246;2241;5
2054;3369;3
192;3430;3
2807;1174;2
2402;3239;4
3088;1721;4
5074;2109;3
1878;1293;4
4262;955;4
963;2013;2
4790;610;4
2462;1110;4
5676;2502;1
4335;1356;3
3578;1914;3
2251;1163;5
5865;2427;3
4561;978;4
3579;1987;4
3894;1100;4
4313;2958;4
5834;2489;5
3669;743;4
4747;1382;2
975;1168;3
2374;1124;4
335;1925;1
4089;2177;3
2089;394;3
2559;1742;3
5886;1151;4
1097;1365;3
3608;3624;4
2934;2193;3
3760;738;3
3650;2199;4
1447;1846;5
2015;1207;4
272;1964;5
660;1573;3
4374;1289;5
1117;844;5
5476;3310;4
2619;576;4
3219;2520;5
1551;1160;5
3231;3029;4
5394;828;2
5567;1547;4
1038;2159;5
5335;1098;4
2302;3174;3
237;1;4
1757;444;5
3650;2371;3
3426;1176;5
4240;1778;2
904;1168;3
2899;1407;4
3853;1184;5
1274;1133;4
3592;2979;4
5177;1284;3
2615;3178;4
1505;2178;3
5556;1276;3
2818;1133;5
2609;905;4
1113;2684;5
2162;2711;4
2507;171;4
3558;1367;5
4482;1898;5
2895;2212;1
3585;3500;4
5412;528;5
5747;2978;3
928;932;4
424;226;5
5678;1900;2
4855;292;4
3478;381;3
970;1488;4
2008;1213;5
3611;1107;5
2100;2316;4
3189;2991;3
3592;3365;4
3468;2153;3
3430;1467;3
5598;3178;4
5256;1213;4
4421;103;4
346;2369;4
264;709;3
1297;157;5
1354;2202;5
4386;10;3
5087;1367;2
3054;25;4
1721;711;2
2944;2520;2
5005;1200;4
2494;1619;5
4238;1326;4
4776;3187;3
2880;3042;4
36;229;3
4571;1728;4
3143;335;4
1926;1783;5
4585;221;3
4030;3503;3
3483;468;4
2140;3249;4
5050;526;5
5306;2183;4
3771;1654;1
3257;1508;5
5785;2520;3
2544;3390;3
3823;40;4
1464;1842;3
2016;1136;5
4610;2214;3
1737;172;3
770;410;2
4079;2229;4
5605;1399;2
5261;2558;4
929;3623;4
3942;893;3
2309;1776;4
4186;1835;3
4234;3257;5
438;167;4
1658;3303;4
3901;274;5
1420;260;3
1741;3287;3
2244;1503;5
2181;2692;3
329;924;5
1284;1361;4
2955;2204;3
4387;2258;4
5178;2810;4
1265;1050;1
1692;1018;5
4286;960;3
5657;353;4
1685;108;3
2247;582;5
3745;2060;2
475;2256;5
1571;21;3
5384;1735;5
5193;3354;1
2126;1276;2
1274;2206;4
4227;3297;4
6036;684;4
2074;3075;2
4508;539;2
4617;1547;3
3167;2183;3
4312;2213;3
736;2401;5
549;3237;4
1600;367;4
4826;2623;2
4036;148;3
917;467;4
797;1920;4
2067;881;4
2731;1920;5
5556;1909;4
4248;467;4
5222;2279;2
2038;1008;5
2188;113;4
692;2106;4
1265;1741;1
5749;259;3
2293;3444;5
5667;993;4
2251;2129;5
5443;1023;2
1861;666;3
2668;2873;4
3842;1615;2
4363;514;5
3195;1775;3
566;1179;3
929;1112;5
1150;502;2
5890;852;4
1207;2043;4
3251;3239;3
3501;844;5
4607;1129;4
1687;1450;3
1597;1966;2
3705;480;4
1181;228;2
5675;1351;4
5668;2709;4
1298;306;4
4792;2652;3
2167;2442;1
1685;3313;2
3621;1206;2
202;2661;3
1683;2805;1
4048;1785;3
3507;2263;3
2769;1121;4
1978;1026;3
2540;24;5
2047;1818;5
2764;905;4
130;107;5
302;2518;3
3693;1833;3
2997;2512;5
212;1624;4
533;1304;2
1019;1774;4
198;1730;4
3643;2502;4
4266;2485;4
168;1273;4
4260;2054;3
3250;50;5
1626;1306;4
271;254;5
5981;2415;4
5750;1130;4
2990;1780;4
3509;1183;5
2929;1446;4
5501;2889;5
984;3609;4
5890;1172;4
3546;282;4
1698;1371;4
1465;1238;4
2887;102;3
1050;2128;2
1113;2508;4
6006;968;4
3193;2958;3
1298;356;4
4662;580;4
5367;908;4
5286;1920;5
899;1486;4
891;2489;5
1231;1107;5
2909;3073;5
2472;1353;3
1576;136;3
1335;3665;2
2802;2141;4
1757;1337;4
1019;1177;1
305;1191;5
5282;2683;4
1730;576;4
319;1216;4
1805;3193;5
3981;2866;2
862;1143;3
275;139;4
5624;738;4
261;3497;3
5287;2991;4
1434;19;1
347;1419;4
5281;579;4
4456;1084;4
1010;2831;2
1132;358;3
5738;451;1
5597;147;2
5085;1008;4
2892;47;1
4107;318;5
5035;1121;5
1611;1981;4
3262;3567;4
5387;28;5
2398;502;5
1447;2235;5
1601;3295;5
1465;3021;4
3521;2335;5
1865;34;2
2122;3272;5
800;518;5
3475;1910;3
2029;958;2
4447;2022;4
678;347;4
1470;282;3
869;1111;5
5530;1585;4
4842;2784;2
5433;320;3
4305;469;4
1490;3700;3
5182;3133;3
2826;2657;4
5763;761;3
4084;1026;5
2304;3492;3
1055;1;5
1802;1818;5
4964;2336;3
1922;340;4
5289;1907;4
1739;3427;5
880;582;3
1190;3322;3
4231;1905;5
575;1275;3
2628;1107;4
2077;1304;4
4860;2959;4
4984;2875;4
3422;2109;3
4001;25;2
3728;893;3
118;1744;4
5580;1177;3
837;1618;3
457;57;5
1865;2517;2
1584;3060;1
1028;1132;5
1501;2239;4
3032;2184;3
543;2588;4
1358;972;5
343;1374;4
1593;2203;3
5091;346;3
5826;1108;5
1939;2889;4
5955;344;3
1616;1287;2
6033;1121;4
1244;339;4
5074;1092;2
3380;1841;4
5550;2334;2
5398;2797;3
3681;3482;5
1571;16;3
4959;1051;4
5337;11;5
4592;3567;1
2506;1901;4
3995;1866;4
5911;1657;5
4152;3235;5
2664;1105;4
348;1165;4
3834;1982;5
148;1972;4
3833;109;5
2504;848;4
855;71;5
5857;2740;2
3367;3569;5
1017;2122;4
5222;1822;3
3208;760;3
2566;1004;3
2540;280;3
3208;1367;3
3526;466;1
1593;2542;1
1030;788;4
4277;1456;4
5136;781;4
3591;32;4
5892;2328;2
4403;1585;4
3745;3040;3
2643;1118;3
4140;2775;2
5811;1399;4
352;1529;2
4078;3590;2
710;1898;4
2158;2079;4
1181;740;2
877;1946;3
165;2466;3
3001;1225;4
692;864;4
4386;478;3
4508;230;2
1447;582;3
5698;1816;3
3643;107;4
934;746;2
2796;218;2
2172;1045;3
4001;2893;2
4366;1585;3
5567;3024;4
1626;2513;3
326;1782;4
3491;2179;3
3762;2665;3
1407;2709;3
5333;2293;4
4026;247;4
445;2749;2
2119;146;4
2907;957;2
1675;1898;3
1245;1789;5
2752;1626;3
2752;1111;5
5198;538;4
4041;1430;2
5026;3158;2
5367;3195;3
3611;2890;5
5795;2463;4
2383;3041;4
4635;863;4
3510;419;3
2367;703;4
3610;3567;3
1793;3239;4
4593;1885;2
1449;2941;1
5097;3665;3
1150;3156;1
3320;2079;4
360;652;4
1938;444;4
5365;34;3
3792;1302;4
678;339;3
2931;1274;2
2643;1151;3
2122;2709;3
1388;444;5
6036;2121;4
2258;2276;4
2995;602;3
3581;1454;4
5437;2898;3
1051;31;3
4510;2224;2
1033;1280;3
2677;1733;3
5084;2701;5
550;318;5
4861;208;5
5669;2546;4
3315;1259;4
4602;1486;2
1255;1033;5
5878;415;4
5408;1282;5
2507;1483;4
3900;1124;4
2485;1181;4
1717;1500;4
3454;1133;4
2998;145;4
1088;1060;4
339;2050;5
945;21;3
302;1510;4
4887;1097;3
2102;1153;5
897;2079;3
4042;509;2
5333;594;4
5979;3082;5
2012;2606;3
5329;1819;1
3733;1486;4
1693;1780;5
5531;1429;3
5904;584;3
1121;340;4
62;1899;4
3691;1624;4
4855;2387;4
5886;1298;3
2641;2489;4
1312;1654;2
3224;340;3
5087;1121;4
3336;543;2
1273;3133;3
536;1256;4
4961;1509;4
2585;1156;5
2565;458;4
2727;859;4
5225;2204;5
3984;628;4
1661;260;3
4090;1205;4
5427;1139;5
3752;2122;3
457;1211;4
1404;3269;3
1142;3322;4
4502;2112;3
592;1385;5
5668;254;5
927;2786;1
1088;2106;2
166;1060;4
1974;2097;5
1648;1136;2
1974;427;4
3978;1125;5
1425;309;1
623;1595;4
1827;1575;2
5795;711;1
1680;3349;4
2656;3553;3
92;1945;5
5035;3076;4
1242;2886;4
2857;2056;3
3479;467;4
5667;1103;3
6013;2512;3
3940;1945;4
2445;461;3
5511;909;4
1496;1803;3
2832;1486;4
1285;271;3
1010;140;1
3557;1716;4
44;1935;2
5307;422;3
4121;864;5
4663;1929;4
4816;285;5
1720;3179;4
5990;1013;5
1084;1287;3
639;584;4
4220;1787;3
5120;1121;3
1208;2652;4
5682;400;4
1340;1834;2
4126;2655;4
2641;3156;5
2629;1697;3
1552;2796;3
1260;3652;4
817;2866;4
392;1624;3
2122;1159;4
4849;2820;4
2997;364;4
308;2868;4
524;2910;3
331;524;5
1125;226;3
4526;2168;4
5;1548;3
4823;640;3
4091;1585;5
1092;628;5
4152;849;4
3841;2622;3
47;1770;4
1837;2087;3
5394;3398;3
4566;1874;4
1952;1349;3
1260;2384;3
3638;2481;4
3634;3128;2
3556;806;4
4141;368;2
1447;2557;5
5130;1778;3
2826;3154;4
1298;574;4
975;599;3
4250;1891;4
272;2503;3
4951;34;5
2457;2694;2
3205;2959;3
2478;1243;3
3618;2219;3
1051;972;5
2897;2079;4
1797;1118;5
3356;2524;5
4389;2195;2
4643;1582;3
696;3276;4
3389;422;2
3518;2963;4
329;2761;4
3091;1571;3
910;1890;5
1181;2071;3
2548;2766;3
1586;860;5
3201;3628;5
3754;2213;4
5291;1181;5
79;2960;5
4224;2177;3
5269;2591;3
5924;148;4
5108;1;4
4094;1114;4
1207;832;1
5605;2719;5
679;2742;4
92;2401;1
2445;1279;4
5880;2970;2
1491;803;5
5085;594;4
4247;2333;2
5812;1897;4
2010;1298;3
1608;85;1
1680;2984;4
4489;1963;4
2180;538;5
1743;3127;2
5650;3168;3
5948;2204;5
2802;803;5
4122;1108;4
4736;107;4
2533;957;4
5986;2411;4
4277;1272;4
4333;1276;3
3675;969;3
728;1295;4
846;3619;5
2303;1730;5
1586;3187;5
5981;1956;2
92;828;4
3280;992;4
3641;2203;3
4374;579;5
1834;2969;4
1738;24;3
3850;3252;3
6018;514;5
6010;1779;4
897;2132;4
2540;1357;4
5102;467;5
2312;1592;3
2611;1527;5
2581;1980;2
4178;3546;3
5441;1136;3
1509;2255;2
2623;1567;3
4033;1715;4
823;2100;4
2700;3510;3
1837;2073;3
5023;3497;3
5874;933;3
3792;956;3
1937;530;2
5588;34;4
620;1946;3
2857;2276;2
1563;848;4
1194;2042;3
4517;2186;2
3992;2058;4
5250;330;4
352;1211;4
5536;2497;2
2106;155;1
3850;2348;5
3945;3445;3
22;69;4
5083;1272;4
2918;738;4
237;3305;3
4004;1367;3
5469;3413;4
5547;2543;4
1998;3379;4
845;2141;3
6000;2711;4
5268;3167;5
3408;334;1
754;2959;3
3403;628;3
941;2793;1
1298;478;4
2072;2148;4
1916;1015;3
392;1960;3
4916;1483;2
1414;2622;3
1112;2470;3
1322;2871;4
4605;26;3
3836;850;5
2866;330;2
245;1741;3
5047;1131;3
2022;538;3
1749;2282;3
1128;1950;4
3521;1928;5
5530;1564;5
5780;1272;3
4277;112;5
5890;308;2
53;1858;4
1970;3204;5
5759;2225;4
1121;1159;5
4802;3616;3
5005;266;4
509;628;3
2457;1273;4
4885;2954;4
5673;909;5
5728;3046;4
2765;2711;3
1010;587;3
377;1107;5
1142;1488;3
2874;1831;5
802;3036;4
551;1155;4
3626;1660;3
494;1282;5
5650;3319;2
5018;1486;4
2411;2664;4
2718;3217;5
5251;1203;4
4596;3157;2
4959;2275;4
2875;2737;4
5283;3462;3
3561;2371;4
4786;1849;5
1757;1496;4
2768;1124;5
4406;1118;5
602;32;3
308;1276;4
2554;2427;2
2934;538;3
188;3354;1
2129;2100;5
1285;2439;4
1733;2416;3
121;3463;5
61;725;3
3708;525;4
2645;102;3
2857;2585;3
1150;3155;1
2014;3204;5
411;2231;2
347;800;1
3777;1768;4
2273;2230;3
6016;1759;2
2148;1450;5
2574;3390;4
1687;2060;2
412;1134;5
2073;3376;1
238;2160;5
605;2495;4
1561;1575;5
3621;2277;2
4615;823;2
1593;2588;2
3239;679;3
5108;72;4
3308;1100;5
1273;887;4
1606;627;3
3246;81;5
5103;280;5
918;628;2
1228;514;4
5453;1486;4
2100;23;2
2389;2893;2
5650;1728;4
4823;3385;3
4808;3015;3
3658;1149;5
479;1527;4
3157;2163;3
3648;503;2
3605;476;4
6023;542;4
2807;2820;3
5786;1161;4
3483;3093;5
2004;1842;4
1243;3551;4
338;2831;5
5390;140;4
5367;538;3
1760;3191;5
2010;538;3
3898;1849;4
3051;3221;3
4063;1111;2
2918;39;4
5646;2711;5
2634;266;4
4897;2284;3
476;3247;5
515;1143;5
4948;890;4
3042;355;2
6010;3217;4
1835;2808;4
2972;1619;5
1863;1733;5
1389;3393;4
1490;2014;5
1974;2865;4
1579;2217;4
529;1163;4
3808;2744;4
1875;3302;2
1862;3648;5
5676;1313;3
3217;3044;3
97;887;5
5409;2652;5
1780;1051;3
5894;310;5
1441;2839;5
4169;2554;4
1587;1030;2
4274;178;3
355;662;4
839;7;4
673;313;4
5123;3426;1
4541;2566;5
271;1594;5
4426;1178;3
2627;610;2
1141;767;2
4309;2967;2
2060;743;3
3035;3652;5
2611;1149;4
911;1887;3
3483;344;4
5917;3313;4
2145;2509;3
1101;21;4
1803;3219;4
5492;2681;1
5956;1564;3
3746;2774;4
3999;2654;3
302;2060;2
660;504;2
4647;2553;5
3979;1835;5
3361;1149;5
4740;1646;4
2837;355;4
3415;2214;4
5530;2415;2
241;32;5
4373;2333;3
275;1111;2
1248;1730;3
1345;3100;3
3220;1145;4
5480;103;3
793;2524;3
4261;370;2
2857;2078;3
1632;1833;1
1484;2079;3
343;3032;4
1112;2307;1
5996;2899;5
1285;856;4
2978;1767;4
5298;2440;1
2986;3582;2
10;1202;4
4333;1745;3
5317;1008;3
3341;3187;4
3519;2064;3
3970;1878;4
767;2879;3
2351;1124;4
3219;1166;4
895;348;5
1096;1419;2
916;2711;5
5250;48;5
2020;700;3
2006;1576;3
4041;2171;2
1613;678;1
3108;1771;4
4278;410;3
4771;3249;3
2629;1594;3
4655;1195;3
3517;1009;5
933;3303;1
4541;3379;1
1639;2989;4
2164;3245;4
4169;1622;4
5161;428;4
369;1060;5
734;1121;4
4344;242;3
3401;2185;2
5963;47;3
1594;2557;2
271;874;3
2606;3178;3
1062;1208;5
2067;1916;3
4948;1014;3
2063;1818;4
156;1834;4
426;2512;5
3621;2542;2
3410;2330;3
2567;1224;4
5430;2679;3
984;528;4
2177;240;4
3356;887;5
4447;224;3
1748;2004;3
2106;1738;2
560;2330;2
1260;1174;4
5178;2404;3
392;3204;4
4225;293;4
2804;579;5
5581;1486;4
5522;1395;4
721;1290;4
3531;1889;4
2119;371;4
5386;2105;1
2484;894;4
752;3369;1
3191;2774;4
255;451;4
5126;755;5
5049;1026;4
277;580;4
3574;140;4
5447;860;5
1472;2666;5
1635;2826;4
3695;247;4
5041;2558;5
5266;2199;5
3464;3322;3
4139;2558;4
204;2427;5
746;3252;3
1051;3181;4
2896;3624;3
216;3413;4
2166;155;3
689;1658;3
3361;1018;4
3128;628;2
4408;2660;5
3118;1259;3
4592;1407;5
3224;2839;4
5367;1180;2
4784;2487;5
765;1697;4
2146;3499;4
2805;1774;4
5805;3342;3
2486;1622;5
3032;1488;4
4127;1429;3
3984;282;3
2231;2758;2
695;3225;1
1611;1789;5
4318;368;4
1150;188;1
3771;3551;3
245;261;1
1860;1143;4
4887;14;5
1050;576;4
1542;1517;3
3953;1399;4
352;3384;2
425;1206;4
2535;2749;5
5575;1174;4
673;2798;5
551;2250;4
543;1954;4
5283;2942;1
5042;584;2
5049;2942;3
1211;2079;3
4808;407;3
5738;806;3
4115;225;3
2857;653;2
802;1824;3
5065;3257;2
4738;2734;5
2978;838;4
3681;2604;3
3589;19;4
3520;2776;4
4732;1874;4
5428;496;4
1790;1274;4
3444;2204;1
2173;3310;1
2023;1839;4
4647;873;3
5268;2867;3
1908;3060;2
1563;3652;5
1447;496;4
5129;853;5
4041;397;3
2202;11;4
2016;1067;5
4788;2258;4
5021;1486;3
5074;2384;3
90;1374;4
1415;911;5
4784;2665;4
3413;1018;4
3942;1066;3
5103;1018;5
5100;1290;3
1015;482;2
